本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
银	in5	yin4	yin2	赣			100000		新1
尸	ɕi1	xi1	shi1	赣			100000		又1
讯	ɕyn5	xyun4	xun4	赣			100000		新1
续	ɕyt7	xyut6	xu4	赣			130000		新1
业	iɛt7	yet6	ye4	赣			166300		新1
唆	ɕye1	xyue1	suo1	赣			115000		又1
索	ɕyot7	xyuot6	suo3	赣			120000		又1
曲	tɕʰy3	qyu3	qu1	赣			105000		新1
佢	tɕʰiᴇ2	qie2	qu2	赣			150000		本1
嘶	sɿ1	si1	si1	赣			141542		本1
吼	ho0	ho0	hou3	赣			176530		
骂	ma0	ma0	ma4	赣			110000		
沃	uot7	wot6	wo4	赣			115000		本1
屎	ɕi3	xi3	shi3	赣			115000		本1
犟	tɕʰiɔŋ6	qiong5	jiang4	赣			100000		
是	sɿ0	si0	shi4	赣			150000		
喜	ɕi0	xi0	xi3	赣			130000		
了	liɛu0	lieu0	le5	赣			150000		老1
幕	muʔ7	muk6	mu4	赣			100000		新1
丑	tɕʰiu3	qiu3	chou3	赣			110000		又1
般	po1	bo1	ban1	赣			150000		
𩾳	fu5	fu4	bi2	赣			1870		
𪐏	luʔ7	luk6	zhe2	赣			1502		
入	lɛt7	let6	ru4	赣			150000		本1
受	ɕiu6	xiu5	shou4	赣			115000		又1
召	tsɛu5	zeu4	zhao4	赣			100000		新1
守	ɕiu3	xiu3	shou3	赣			100000		又1
宙	tɕiu6	jiu5	zhou4	赣			100000		又1
授	ɕiu6	xiu5	shou4	赣			105000		又1
狩	ɕiu6	xiu5	shou4	赣			100000		又1
𪗻	ɕiet8	xiet7	zhi4	赣			1680		
乳	lu3	lu3	ru3	赣			128000		又1
孺	lu5	lu4	ru2	赣			123000		又1
茹	lu5	lu4	ru2	赣			134000		又1
汝	lu3	lu3	ru3	赣			123000		又1
坑	kʰaŋ1	kang1	keng1	白			120000		
𬭚	sun5	sun4	chun2	赣			1920		
㔣	lui5	lui4	lei2	赣			5226		
少	sɛu5	seu4	shao3	赣			186502		
铅	tɕʰien1	qien1	qian1	赣			105000		新1
倾	kʰiɛn1	kien1	qing1	白			175000		
倾	tɕʰin1	qin1	qing1	文			175000		
整	tsɨn3	zen3	zheng3	文			151502		
整	tsaŋ5	zang4	zheng3	白			151502		
更	kiɛn5	gien4	geng4	文			370000		
更	kaŋ1	gang1	geng4	白			370000		
羹	kaŋ1	gang1	geng1	白			145000		
羹	kiɛn1	gien1	geng1	文			145000		
耕	kaŋ1	gang1	geng1	白			120000		
醒	ɕiaŋ3	xiang3	xing3	白			120000		
额	ŋiɛt7	ngiet6	e2	文			125000		
额	ȵiaʔ7	niak6	e2	白			125000		
颙	iɔŋ5	yong4	yong2	赣			90000		
境	tɕin0	jin0	jing4	赣			100000		
字	tsʰɿ0	ci0	zi4	赣			150000		
直	tsɿʔ0	zik0	zhi2	赣			130000		
盾	tʰun6	tun5	dun4	赣			110000		新1
豚	tʰun5	tun4	tun2	赣			105000		新1
囤	tʰun5	tun4	dun4	赣			105000		新1
钝	tʰun6	tun5	dun4	赣			105000		新1
臀	tʰun5	tun4	tun2	赣			105000		新1
屯	tʰun5	tun4	tun2	赣			105000		新1
截	tɕiɛt7	jiet6	jie2	赣			105000		新1
旅	ly3	lyu3	lv3	赣			100000		新1
㶟	lui3	lui3	lei3	赣			5092		
首	ɕiu3	xiu3	shou3	赣			150000		又1
䀸	ti5	di4	chi4	赣			5331		
䁓	tsuŋ1	zung1	zong1	赣			5570		
䓲	lui6	lui5	rui4	赣			5862		
䣂	lui3	lui3	lei3	赣			4400		
䶥	tɕy3	jyu3	zha1	赣			5639		
儽	lui3	lui3	lei2	赣			4363		
孈	ɕiɛt7	xiet6	hui4	赣			5404		
樏	lui3	lui3	lei3	赣			5851		
檑	lui5	lui4	lei2	赣			5858		
流	liu0	liu0	liu2	赣			100000		
股	ku0	gu0	gu3	赣			100000		
膝	ɕit0	xit0	xi1	赣			100000		
甲	kat0	gat0	jia3	赣			100000		
古	ku0	gu0	gu3	赣			100000		
抗	kʰɔŋ0	kong0	kang4	赣			100000		
吔		ye2	ye3	赣			152230		
头	tʰɛu0	teu0	tou2	赣			100000		
病	pʰiaŋ6	piang5	bing4	白			145000		
听	tʰiaŋ1	tiang1	ting1	白			290000		
亭	tʰin2	tin2	ting2	文			145000		
榕	luŋ5	lung4	rong2	赣			100000		新1
蛤	ha5	ha4	ha2	赣			100000		
豉	ɕi0	xi0	shi4	赣			100000		又1
迪	tit7	dit6	di2	赣			100000		新1
债	tsai5	zai4	zhai4	文			145000		
兄	ɕiaŋ1	xiang1	xiong1	白			170000		
兵	pin1	bin1	bing1	文			207997		
其	tɕʰi2	qi2	qi2	文			380000		
劈	pʰit7	pit6	pi1	文			145000		
听	tʰin1	tin1	ting1	文			290000		
售	seu6	seu5	shou4	文			100139		本1
坪	pʰiaŋ2	piang2	ping2	白			120000		
式	sɨt7	set6	shi4	文			285000		老1
彭	pʰaŋ2	pang2	peng2	白			120000		
怀	ɸai5	fai4	huai2	文			130000		
怦	pʰen1	pen1	peng1	文			75330		
性	ɕiaŋ5	xiang4	xing4	白			330000		
挤	tɕi3	ji3	ji3	文			120000		
柏	paʔ7	bak6	bai3	白			170000		
染	ȵiɛn3	nien3	ran3	白			135000		
棚	pʰaŋ2	pang2	peng2	白			120000		
熨	yn5	yun4	yun4	文			90000		
猛	maŋ3	mang3	meng3	白			225000		
笛	liaʔ7	liak6	di2	白			120000		
腿	tʰui3	tui3	tui3	文			145000		
警	tɕiaŋ3	jiang3	jing3	白			120000		
迹	tɕit7	jit6	ji4	文			120000		
让	lɔŋ6	long5	rang4	赣			100000		新1
挟	ɕiɛt7	xiet6	xie2	文			120000		
挟	kat7	gat6	xie2	白			120000		
格	kiɛt7	giet6	ge2	文			120000		
逆	ȵit7	nit6	ni4	文			120000		
隔	kat7	gat6	ge2	白			125000		
隔	kiɛt7	giet6	ge2	文			125000		
揢	kʰiet7	kiet6	ke2	文			5425		
揢	kʰaʔ7	kak6	ke2	白			5136		
赢	in5	yin4	ying2	文			135602		
手	seu0	seu0	shou3	赣			370000		
借	tɕia5	jia4	jie4	文			150000		
借	tɕʰiᴀ6	qia5	jie4	白			150000		
厅	tʰiaŋ1	tiang1	ting1	白			120000		
厅	tʰin1	tin1	ting1	文			120000		
叮	tin1	din1	ding1	文			120000		
叮	tiaŋ1	diang1	ding1	白			120000		
姓	ɕiaŋ5	xiang4	xing4	白			145000		
瓶	pʰiaŋ2	piang2	ping2	白			170000		
赢	iaŋ5	yang4	ying2	白			338024		
钉	tiaŋ1	diang1	ding1	白			145000		
钉	tiaŋ5	diang4	ding1	文			145000		
铃	liaŋ6	liang5	ling2	白			120000		
饼	piaŋ3	biang3	bing3	白			145000		
饼	pin3	bin3	bing3	文			145000		
咯	lo0	lo0	ge1	赣			100000		
瀛	liɔŋ5	liong4	ying2	赣			100000		
上	sɔŋ0	song0	shang4	赣			100000		
火	fo0	fo0	huo3	赣			100000		
爹	tiᴀ0	dia0	die1	赣			100000		
髅	leu0	leu0	lou2	赣			100000		
紫	tsɿ0	zi0	zi3	赣			100000		
是	xi6	xi5	shi4	赣			156452		又1
窄	tsai3	zai3	zhai3	赣			100000		新1
