本词	国际音标	方言拼音	汉语拼音	词汇属性	对应官话词	官话拼音	词频	同义词	新旧标记
零碎	liaŋ5 sui5	liang4 sui4	ling2 sui4	白	零食	ling2 shi2	246845		
匍到	pʰu2 tau5	pu2 dau4	pu2 dao4	赣	趴着	pa1 zhe5	56972		
好哩哩	hau3 li3 li3	hau3 li3 li3	hao3 li1 li1	赣	无缘无故/好好的	wu2 yuan2 wu2 gu4/hao3 hao3 de5	89974		
申请	sɨn1 tɕʰin3	sen1 qin3	shen1 qing3	文			47869		
出生	tsʰuʔ7 saŋ1	cuk6 sang1	chu1 sheng1	白			26979		
新生	ɕin1 saŋ1	xin1 sang1	xin1 sheng1	白			1379		
好生	hau3 saŋ1	hau3 sang1	hao3 sheng1	白			1321		
生育	saŋ1 ȵiuʔ7	sang1 niuk6	sheng1 yu4	白			958		
生出	saŋ1 tsʰuʔ7	sang1 cuk6	sheng1 chu1	白			75849		
妖精	iɛu1 tɕiaŋ1	yeu1 jiang1	yao1 jing1	白			701		
请客	tɕʰiaŋ3 kʰaʔ7	qiang3 kak6	qing3 ke4	白			252		
请假	tɕʰiaŋ3 ka3	qiang3 ga3	qing3 jia4	白			25229		
邀请赛	iɛu1 tɕʰin3 sai5	yeu1 qin3 sai4	yao1 qing3 sai4	文			133		
省略	saŋ3 liɔʔ7	sang3 liok6	sheng3 lve4	白			50129		
申请人	sɨn1 tɕʰin3 ȵin5	sen1 qin3 nin4	shen1 qing3 ren2	文			128		
申请书	sɨn1 tɕʰin3 su1	sen1 qin3 su1	shen1 qing3 shu1	文			83		
生水	saŋ1 sui3	sang1 sui3	sheng1 shui3	白			6559		
省心	saŋ3 ɕin1	sang3 xin1	sheng3 xin1	白			44		
零用钱	liaŋ5 iuŋ6 tɕʰiɛn2	liang4 yung5 qien2	ling2 yong4 qian2	白			34		
请求权	tɕʰin3 tɕʰiu2 tɕʰyon2	qin3 qiu2 qyuon2	qing3 qiu2 quan2	文			33		
精怪	tɕiaŋ1 kuai5	jiang1 guai4	jing1 guai4	白			25032		
零头	liaŋ5 tʰɛu2	liang4 teu2	ling2 tou2	白			26		
马屁精	ma1 pʰi3 tɕiaŋ1	ma1 pi3 jiang1	ma3 pi4 jing1	白			24		
为民请命	ui6 min5 tɕʰin3 min6	wui5 min4 qin3 min5	wei4 min2 qing3 ming4	文			23		
负荆请罪	fu6 tɕin1 tɕʰin3 tsʰui6	fu5 jin1 qin3 cui5	fu4 jing1 qing3 zui4	文			22		
生菜	saŋ1 tsʰai3	sang1 cai3	sheng1 cai4	白			21		
申请单	sɨn1 tɕʰin3 tan1	sen1 qin3 dan1	shen1 qing3 dan1	文			21		
被申请人	pʰi5 sɨn1 tɕʰin3 ȵin5	pi4 sen1 qin3 nin4	bei4 shen1 qing3 ren2	文			21		
呈请	tsʰɨn2 tɕʰin3	cen2 qin3	cheng2 qing3	文			20		
蜘蛛精	tsɿ1 tɕy1 tɕiaŋ1	zi1 jyu1 jiang1	zhi1 zhu1 jing1	白			15		
糊精	fu6 tɕiaŋ1	fu5 jiang1	hu2 jing1	白			14		
鬼灵精	kui3 lin5 tɕiaŋ1	gui3 lin4 jiang1	gui3 ling2 jing1	白			14		
小妖精	ɕiɛu3 iɛu1 tɕiaŋ1	xieu3 yeu1 jiang1	xiao3 yao1 jing1	白			12		
精肉	tɕiaŋ1 y	jiang1 niuk6	jing1 rou4	白			11		
邀功请赏	iɛu1 kuŋ1 tɕʰin3 sɔŋ3	yeu1 gung1 qin3 song3	yao1 gong1 qing3 shang3	文			11		
一个零	it7 ko5 liaŋ5	yit6 go4 liang4	yi2 ge4 ling2	白			10		
请君入瓮	tɕʰin3 tɕyn1 luʔ7 uŋ5	qin3 jyun1 luk6 wung4	qing3 jun1 ru4 weng4	文			10		
零用	liaŋ5 iuŋ6	liang4 yung5	ling2 yong4	白			10		
零钞	liaŋ5 tsʰau1	liang4 cau1	ling2 chao1	白			9		
省掉	saŋ3 tʰiɛu3	sang3 tieu3	sheng3 diao4	白			8		
请益	tɕʰin3 it7	qin3 yit6	qing3 yi4	文			8		
省略句	saŋ3 liɔʔ7 tɕy5	sang3 liok6 jyu4	sheng3 lve4 ju4	白			7		
惊醒	tɕiaŋ1 ɕiaŋ3	jiang1 xiang3	jing1 xing3	白			75582		
警觉	tɕiaŋ3 kɔʔ7	jiang3 gok6	jing3 jue2	白			25301		
警觉性	tɕiaŋ3 kɔʔ7 ɕin5	jiang3 gok6 xin4	jing3 jue2 xing4	白			9		
就作	tɕʰiu6 tsɔʔ0	qiu5 zok0	jiu4 zuo4	赣	就当	jiu4 dang1	105000		
几大	tɕi3 tʰai6	ji3 tai5	ji3 da4	赣	多大	duo1 da4	105000		
几好	tɕi3 hau3	ji3 hau3	ji3 hao3	赣	多好	duo1 hao3	100000		
几久	tɕi3 tɕiu3	ji3 jiu3	ji3 jiu3	赣	多久	duo1 jiu3	100000		
随到	sui5 tau0	sui4 dau0	sui2 dao4	赣	随着	sui2 zhe5	10614		
看到	kʰon3 tau0	kon3 dau0	kan4 dao4	赣	看着	kan4 zhe5	256766		
接到	tɕiɛt7 tau0	jiet6 dau0	jie1 dao4	赣			256206	接着	
想到	ɕiɔŋ3 tau0	xiong3 dau0	xiang3 dao4	赣	想着	xiang3 zhe5	177808		
指到	tsɿ3 tau0	zi3 dau0	zhi3 dao4	赣	指着	zhi3 zhe5	2192		
沿到	ȵyon5 tau0	nyuon4 dau0	yan2 dao4	赣	沿着	yan2 zhe5	1699		
顺到	sun6 tau0	sun5 dau0	shun4 dao4	赣	顺着	shun4 zhe5	1178		
打到	ta3 tau0	da3 dau0	da3 dao4	赣	打着	da3 zhe5	1052		
跟到	kiɛn1 tau0	gien1 dau0	gen1 dao4	赣	跟着	gen1 zhe5	251018		
怀到	ɸai5 tau0	fai4 dau0	huai2 dao4	赣	怀着	huai2 zhe5	901		
向到	ɕiɔŋ5 tau0	xiong4 dau0	xiang4 dao4	赣	向着	xiang4 zhe5	827		
朝到	tsʰɛu2 tau0	ceu2 dau0	chao2 dao4	赣	朝着	chao2 zhe5	797		
当到	tɔŋ1 tau0	dong1 dau0	dang1 dao4	赣	当着	dang1 zhe5	665		
为到	ui6 tau0	wui5 dau0	wei4 dao4	赣	为着	wei4 zhe5	622		
趁到	tsʰɨn5 tau0	cen4 dau0	chen4 dao4	赣	趁着	chen4 zhe5	531		
冲到	tsʰuŋ1 tau0	cung1 dau0	chong1 dao4	赣	冲着	chong1 zhe5	503		
借到	tɕia5 tau0	jia4 dau0	jie4 dao4	赣	借着	jie4 zhe5	458		
赶到	kon3 tau0	gon3 dau0	gan3 dao4	赣	赶着	gan3 zhe5	403		
靠到	kʰau3 tau0	kau3 dau0	kao4 dao4	赣	靠着	kao4 zhe5	394		
贴到	tʰiɛt7 tau0	tiet6 dau0	tie1 dao4	赣	贴着	tie1 zhe5	370		
本到	pɨn3 tau0	ben3 dau0	ben3 dao4	赣	本着	ben3 zhe5	350		
按到	ŋon5 tau0	ngon4 dau0	an4 dao4	赣	按着	an4 zhe5	349		
觉到	kɔʔ7 tau0	gok6 dau0	jue2 dao4	赣	觉着	jue2 zhe5	340		
挨到	ŋai1 tau0	ngai1 dau0	ai1 dao4	赣	挨着	ai1 zhe5	313		
乘到	sɨn5 tau0	sen4 dau0	cheng2 dao4	赣	乘着	cheng2 zhe5	304		
凭到	pʰin2 tau0	pin2 dau0	ping2 dao4	赣	凭着	ping2 zhe5	223		
吸到	ɕit7 tau0	xit6 dau0	xi1 dao4	赣	吸着	xi1 zhuo2	146		
划到	fa2 tau0	fa2 dau0	hua4 dao4	赣	划着	hua4 zhe5	108		
背到	pi5 tau0	bi4 dau0	bei4 dao4	赣	背着	bei4 zhe5	62		
数到	su5 tau0	su4 dau0	shu4 dao4	赣	数着	shu4 zhe5	61		
照到	tsɛu5 tau0	zeu4 dau0	zhao4 dao4	赣	照着	zhao4 zhe5	42		
连到	liɛn5 tau0	lien4 dau0	lian2 dao4	赣	连着	lian2 zhe5	24		
睏着	kʰun6 tsʰɔʔ8	kun5 cok7	kun4 zhe5	赣	睡着	shui4 zhao2	150000		
产品经理	tsʰan3 pʰin3 tɕin1 li3	can3 pin3 jin1 li3	chan3 pin3 jing1 li3	赣			14565		
文读	uen5 tʰuʔ7	wun4 tuk6	wen2 du2	赣			56896		
白读	pʰaʔ8 tʰuʔ8	pak7 tuk7	bai2 du2	赣			16796		
城里面	saŋ5 li3 miɛn6	sang4 li3 mien5	cheng2 li3 mian4	白			14435		
抽中	tɕʰiu1 tsuŋ1	qiu1 zung1	chou1 zhong1	赣			40000		
汉语方言	hon6 ȵy3 fɔŋ1 ȵiɛn5	hon5 nyu3 fong1 nien4	han4 yu3 fang1 yan2	赣			20000		
得正	tɛt7 tsaŋ5	det6 zang4	de2	白			13428		
哪些问题	la3 ɕiɛt7 uen6 tʰi2	la3 xiet6 wun5 ti2	na3 xie1	赣			11883		
到时间	tau5 sɿ5 kan1	dau4 si4 gan1	dao4	赣			22955		
时间戳	sɿ5 kan1 tsʰɔʔ7	si4 gan1 cok6	shi2 jian1 chuo1	赣			230000		
做出来	tsu5 tsʰuʔ7 lei5	zu4 cuk6 lei4	zuo4 chu1 lai2	赣			20000		
关联词语	kuan1 liɛn5 tsʰɿ2 ȵy3	guan1 lien4 ci2 nyu3	guan1 lian2 ci2 yu3	赣			95000		
不需要	pet7 ɕy1 iɛu1	bet6 xyu1 yeu1	bu4 xu1 yao4	赣			350000		
学霸	hoʔ7 pa5	hok6 ba4	xue2 ba4	赣			14801		
命令行	min6 lin6 hɔŋ2	min5 lin5 hong2	ming4 ling4 xing2	赣			25000		
太多	tʰai3 to1	tai3 do1	tai4 duo1	赣			41487		
不大晓得	pet7 tʰai6 ɕiɛu3 tɛt7	bet6 tai5 xieu3 det6	bu4 da4	赣			61662		
不重复	pet7 tsʰuŋ2 fuʔ7	bet6 cung2 fuk6	bu4	赣			10298		
最明显	tsui5 min5 ɕiɛn3	zui4 min4 xien3	zui4	赣			13686		
会话	ui6 ua6	wui5 wa5	hui4 hua4	赣			44681		
本来是	pɨn3 lei5 sɿ6	ben3 lei4 si5	ben3 lai2 shi4	赣			20000		
负定义	fu6 tʰin6 ȵi6	fu5 tin5 ni5	fu4	赣			37342		
瞎改	hat7 kai3	hat6 gai3	xia1 gai3	赣			11865		
好搞笑	hau3 kau3 ɕiɛu5	hau3 gau3 xieu4	hao3 gao3 xiao4	赣			19236		
分别是	fɨn1 pʰiɛt8 sɿ6	fen1 piet7 si5	fen1 bie2 shi4	赣			20000		
相对于	ɕiɔŋ1 tui5 y5	xiong1 dui4 yu4	xiang1 dui4 yu2	赣			45000		
更早	kiɛn5 tsau3	gien4 zau3	geng4 zao3	赣			25000		
到了	tau5 liɛu0	dau4 lieu0	dao4 le5	赣			100000		
聚类	tɕʰy6 lui6	qyu5 lui5	ju4 lei4	赣			20000		
当然啰	tɔŋ1 lɛn5 lo5	dong1 len4 lo4	dang1 ran2 luo1	赣			10491		
比较大	pi3 kau5 tʰai6	bi3 gau4 tai5	bi3 jiao4 da4	赣			20000		
本文件	pɨn3 uen5 tɕʰiɛn6	ben3 wun4 qien5	ben3	赣			13431		
而不是	ɵ5 pet7 sɿ6	o4 bet6 si5	er2	赣			215000		
更大	kiɛn5 tʰai6	gien4 tai5	geng4 da4	赣			10693		
安卓	ŋon1 tsɔʔ7	ngon1 zok6	an1 zhuo2	赣			265000		
最全面	tsui5 tɕʰyon2 miɛn6	zui4 qyuon2 mien5	zui4 quan2 mian4	赣			40000		
副标题	fu5 piɛu1 tʰi2	fu4 bieu1 ti2	fu4	赣			65000		
常见度	sɔŋ5 tɕiɛn5 tʰu6	song4 jien4 tu5	chang2 jian4 du4	赣			11302		
过程中	kuo5 tsʰɨn2 tsuŋ1	guo4 cen2 zung1	guo4 cheng2 zhong1	赣			20000		
一定要	it7 tʰin6 iɛu1	yit6 tin5 yeu1	yi2 ding4 yao4	赣			25000		
有帮助	iu3 pɔŋ1 tsʰu6	yiu3 bong1 cu5	you3	赣			10932		
全平台	tɕʰyon2 pʰin2 tʰai2	qyuon2 pin2 tai2	quan2 ping2 tai2	赣			45000		
可能是	kʰo3 lɛn5 sɿ6	ko3 len4 si5	ke3 neng2 shi4	赣			10925		
乱编	lon6 piɛn1	lon5 bien1	luan4 bian1	赣			20000		
最有	tsui5 iu3	zui4 yiu3	zui4 you3	赣			16531		
修改时间	ɕiu1 kai3 sɿ5 kan1	xiu1 gai3 si4 gan1	xiu1 gai3	赣			12017		
解包	kai3 pau1	gai3 bau1	jie3 bao1	赣			11209		
标准日本语	piɛu1 tsun3 lɛt7 pɨn3 ȵy3	bieu1 zun3 let6 ben3 nyu3	biao1 zhun3 ri4 ben3 yu3	文			40000		
线性代数	ɕiɛn5 ɕin5 tʰai6 su5	xien4 xin4 tai5 su4	xian4 xing4 dai4 shu4	赣			11042		
不想要	pet7 ɕiɔŋ3 iɛu1	bet6 xiong3 yeu1	bu4 xiang3 yao4	赣			10749		
还要把	hat7 iɛu1 pa3	hat6 yeu1 ba3	hai2 yao4 ba3	赣			12739		
本条目	pɨn3 tʰiɛu2 muʔ7	ben3 tieu2 muk6	ben3	赣			15335		
吴语	u5 ȵy3	wu4 nyu3	wu2 yu3	赣			61877		
重做	tsʰuŋ6 tsu5	cung5 zu4	zhong4 zuo4	赣			20000		
不太	pet7 tʰai3	bet6 tai3	bu4 tai4	赣			42919		
先做	ɕiɛn1 tsu5	xien1 zu4	xian1 zuo4	赣			11769		
几多人	tɕi3 to1 ȵin5	ji3 do1 nin4	ji3 duo1 ren2	赣			13641		
跳过	tʰiɛu3 kuo5	tieu3 guo4	tiao4 guo4	赣			35000		
日本语	lɛt7 pɨn3 ȵy3	let6 ben3 nyu3	ri4 ben3 yu3	文			40000		
该字	kai1 tsʰɿ6	gai1 ci5	gai1 zi4	赣			25000		
本词	pɨn3 tsʰɿ2	ben3 ci2	ben3 ci2	赣			36618		
如果是	lu5 kuo3 sɿ6	lu4 guo3 si5	ru2 guo3 shi4	赣			20000		
生僻字	sɛn1 pʰit7 tsʰɿ6	sen1 pit6 ci5	sheng1 pi4 zi4	赣			45025		
重试	tsʰuŋ6 sɿ5	cung5 si4	zhong4 shi4	赣			27106		
关键是	kuan1 tɕʰien2 sɿ6	guan1 qien2 si5	guan1 jian4 shi4	赣			45000		
发出来	fat7 tsʰuʔ7 lei5	fat6 cuk6 lei4	fa1 chu1 lai2	赣			20000		
有可能	iu3 kʰo3 lɛn5	yiu3 ko3 len4	you3 ke3 neng2	赣			35000		
音系	in1 ɕi0	yin1 xi0	yin1 xi4	赣			130000		
要到	iɛu1 tau5	yeu1 dau4	yao4 dao4	赣			12798		
处理方法	tsʰu3 li3 fɔŋ1 fat7	cu3 li3 fong1 fat6	chu3 li3 fang1 fa3	赣			40000		
一句话	it7 tɕy5 ua6	yit6 jyu4 wa5	yi1 ju4 hua4	赣			45000		
音声	in1 sɨn1	yin1 sen1	yin1 sheng1	文			12176		
安装包	ŋon1 tsɔŋ1 pau1	ngon1 zong1 bau1	an1 zhuang1 bao1	赣			110000		
不就	pet7 tɕʰiu6	bet6 qiu5	bu4 jiu4	赣			120000		
中国人	tsuŋ1 kuɛt7 ȵin5	zung1 guet6 nin4	zhong1 guo2 ren2	赣			39145		
就会	tɕʰiu6 ui6	qiu5 wui5	jiu4 hui4	赣			225000		
看下	kʰon1 ha6	kon1 ha5	kan4 xia4	赣			85000		
有哪些	iu3 la3 ɕiɛt7	yiu3 la3 xiet6	you3 na3 xie1	赣			32161		
懒音	lan3 in1	lan3 yin1	lan3 yin1	赣			13113		
搁到	kɔʔ7 tau5	gok6 dau4	ge1 dao4	赣			275000	搁得	
最简单	tsui5 kan3 tan1	zui4 gan3 dan1	zui4	赣			20000		
麻丘	ma5 tɕʰiu1	ma4 qiu1	ma2 qiu1	赣			11418		
就应该	tɕʰiu6 in5 kai1	qiu5 yin4 gai1	jiu4	赣			12202		
群系	tɕʰyn2 ɕi6	qyun2 xi5	qun2 xi4	赣			20000		
不知道	pet7 tsɿ1 tʰau6	bet6 zi1 tau5	bu4 zhi1 dao4	赣			20000		
理论上	li3 lɨn6 sɔŋ6	li3 len5 song5	li3 lun4	赣			90000		
版本更新	pan3 pɨn3 kiɛn5 ɕin1	ban3 ben3 gien4 xin1	ban3 ben3 geng1 xin1	赣			20000		
往期	uɔŋ3 tɕʰi2	wong3 qi2	wang3 qi1	赣			15782		
音典	in1 tiɛn3	yin1 dien3	yin1 dian3	赣			180000		
习得	ɕit7 tɛt7	xit6 det6	xi2 de2	赣			20000		
好用	hau3 iuŋ6	hau3 yung5	hao3 yong4	赣			68068		
并不	pʰin6 pet7	pin5 bet6	bing4 bu4	赣			20000		
大公司	tʰai6 kuŋ1 sɿ1	tai5 gung1 si1	da4	赣			14461		
喃字	lan5 tsʰɿ6	lan4 ci5	nan2 zi4	赣			11667		
最多	tsui5 to1	zui4 do1	zui4 duo1	赣			37104		
只能是	tsɿʔ7 lɛn5 sɿ6	zik6 len4 si5	zhi3 neng2 shi4	赣			25000		
就像	tɕʰiu6 tɕʰiɔŋ6	qiu5 qiong5	jiu4 xiang4	赣			135000		
小问题	ɕiɛu3 uen6 tʰi2	xieu3 wun5 ti2	xiao3	赣			11610		
文白	uen5 pʰaʔ8	wun4 pak7	wen2 bai2	赣			250000		
三定律	san1 tʰin6 lit7	san1 tin5 lit6	san1	赣			11801		
有办法	iu3 pʰan6 fat7	yiu3 pan5 fat6	you3 ban4 fa3	赣			45000		
问题是	uen6 tʰi2 sɿ6	wun5 ti2 si5	wen4 ti2 shi4	赣			190000		
发语音	fat7 ȵy3 in1	fat6 nyu3 yin1	fa1	赣			11426		
标日	piɛu1 lɛt7	bieu1 let6	biao1 ri4	文			12319		
清北	tɕʰiaŋ1 pɛt7	qiang1 bet6	qing1 bei3	白			13930		
词库	tsʰɿ2 kʰu3	ci2 ku3	ci2 ku4	赣			160000		
一定是	it7 tʰin6 sɿ6	yit6 tin5 si5	yi2 ding4 shi4	赣			13961		
想办法	ɕiɔŋ3 pʰan6 fat7	xiong3 pan5 fat6	xiang3 ban4 fa3	赣			20000		
我需要	ŋo3 ɕy1 iɛu1	ngo3 xyu1 yeu1	wo3 xu1 yao4	赣			80122		
翘舌	tɕʰiɛu2 sɛt7	qieu2 set6	qiao4 she2	赣			13633		
而又	ɵ5 iu6	o4 yiu5	er2 you4	赣			11182		
蛮好	man1 hau3	man1 hau3	man2 hao3	赣	挺好/很好	tin3 hao3/hen3 hao3	130000		
补全	pu3 tɕʰyon2	bu3 qyuon2	bu3 quan2	赣			145000		
国族	kuɛt7 tsʰuʔ7	guet6 cuk6	guo2 zu2	赣			14759		
样例	iɔŋ6 li6	yong5 li5	yang4 li4	赣			23264		
到现在	tau5 ɕiɛn6 tsʰai6	dau4 xien5 cai5	dao4	赣			13818		
要不要	iɛu1 pet7 iɛu1	yeu1 bet6 yeu1	yao4	赣			75000		
开高速	kʰai1 kau1 suʔ7	kai1 gau1 suk6	kai1	赣			13505		
理解了	li3 kai3 liɛu0	li3 gai3 lieu0	li3 jie3 le5	赣			11191		
喫了	tɕʰiaʔ7 liɛu0	qiak6 lieu0	chi1 le5	赣			39829		
翻页	fan1 iɛt7	fan1 yet6	fan1 ye4	赣			45000		
知乎	tsɿ1 fu5	zi1 fu4	zhi1 hu1	赣			12729		
还需要	hat7 ɕy1 iɛu1	hat6 xyu1 yeu1	hai2 xu1 yao4	赣			105000		
问我	uen6 ŋo3	wun5 ngo3	wen4 wo3	赣			230000		
只需要	tsɿʔ7 ɕy1 iɛu1	zik6 xyu1 yeu1	zhi3 xu1 yao4	赣			55000		
末地	mot7 tʰi6	mot6 ti5	mo4 di4	赣			40000		
闽南语	min3 lan5 ȵy3	min3 lan4 nyu3	min3 nan2 yu3	赣			145000		
是由	sɿ6 iu5	si5 yiu4	shi4 you2	赣			11431		
越多	yot7 to1	yuot6 do1	yue4 duo1	赣			20000		
过多	kuo5 to1	guo4 do1	guo4 duo1	赣			70000		
复辅音	fuʔ7 pʰu3 in1	fuk6 pu3 yin1	fu4 fu3 yin1	赣			12730		
倒是	tau5 sɿ6	dau4 si5	dao4 shi4	赣			14932		
都可以	tu1 kʰo3 i3	du1 ko3 yi3	dou1 ke3 yi3	赣			20000		
不是话	pet7 sɿ6 ua6	bet6 si5 wa5	bu2 shi4 hua4	赣	不是说	bu2 shi4 shuo1	20000		
是用	sɿ6 iuŋ6	si5 yung5	shi4	赣			11661		
又是	iu6 sɿ6	yiu5 si5	you4 shi4	赣			13785		
南京话	lan5 tɕin1 ua6	lan4 jin1 wa5	nan2 jing1 hua4	赣			20000		
项目规范	hɔːŋ6 muʔ7 kui1 fan6	hong5 muk6 gui1 fan5	xiang4 mu4 gui1 fan4	赣			20000		
又会	iu6 ui6	yiu5 wui5	you4 hui4	赣			13673		
我要	ŋo3 iɛu1	ngo3 yeu1	wo3 yao4	赣			95000		
写出来	ɕia3 tsʰuʔ7 lei5	xia3 cuk6 lei4	xie3 chu1 lai2	赣			25000		
打出来	ta3 tsʰuʔ7 lei5	da3 cuk6 lei4	da3 chu1 lai2	赣			20000		
跟我	kiɛn1 ŋo3	gien1 ngo3	gen1 wo3	赣			390000		
都有	tu1 iu3	du1 yiu3	dou1 you3	赣			210000		
哪些子	la3 ɕiɛt7 tsɿ3	la3 xiet6 zi3	na3 xie1 zi5	赣			36386		
有问题	iu3 uen6 tʰi2	yiu3 wun5 ti2	you3	赣			270000		
是为了	sɿ6 ui6 liɛu0	si5 wui5 lieu0	shi4	赣			10585		
在先	cei6 ɕiɛn1	cei5 xien1	zai4 xian1	赣			14190		
本质上	pɨn3 tsɨt7 sɔŋ6	ben3 zet6 song5	ben3 zhi4 shang4	赣			25000		
发钱	fat7 tɕʰiɛn2	fat6 qien2	fa1 qian2	赣			20000		
有个	iu3 ko5	yiu3 go4	you3 ge4	赣			25000		
有一些	iu3 it7 ɕiɛt7	yiu3 yit6 xiet6	you3	赣			12867		
一些人	it7 ɕiɛt7 ȵin5	yit6 xiet6 nin4	yi1 xie1 ren2	赣			20000		
见得	tɕiɛn5 tɛt0	jien4 det0	jian4 de2	赣			32522	见到	
回得	fɨi5 tɛt0	fei4 det0	hui2 de2	赣			6103	回到	
想得	ɕiɔŋ3 tɛt0	xiong3 det0	xiang3 de2	赣			5735	想到	
听得	tʰiaŋ1 tɛt0	tiang1 det0	ting1 de2	白			15294	听到	
遇得	ȵy6 tɛt0	nyu5 det0	yu4 de2	赣			5143	遇到	
送得	suŋ5 tɛt0	sung4 det0	song4 de2	赣	送给	song4 gei3	1679	送到	
碰得	pʰuŋ3 tɛt0	pung3 det0	peng4 de2	赣			1547	碰到	
谈得	tʰan2 tɛt0	tan2 det0	tan2 de2	赣			1263	谈到	
等得	tɛn3 tɛt0	den3 det0	deng3 de2	赣			1083	等到	
放得	fɔŋ5 tɛt0	fong4 det0	fang4 de2	赣			1018	放到	
料得	liɛu6 tɛt0	lieu5 det0	liao4 de2	赣			1018	料到	
传得	tsʰon2 tɛt0	con2 det0	chuan2 de2	赣	传给	chuan2 gei3	494	传到	
带得	tai5 tɛt0	dai4 det0	dai4 de2	赣	带给	dai4 gei3	449	带到	
落得	lɔʔ8 tɛt0	lok7 det0	luo4 de5	赣			782	落到	
运得	yn6 tɛt0	yun5 det0	yun4 de2	赣			309	运到	
交得	kau1 tɛt0	gau1 det0	jiao1 de2	赣	交给	jiao1 gei3	3204	交到	
临得	lin5 tɛt0	lin4 det0	lin2 de2	赣			117	临到	
发得	fat7 tɛt0	fat6 det0	fa1 de2	赣	发给	fa1 gei3	483	发到	
挂得	kuɑ5 tɛt0	gua4 det0	gua4 de2	赣			62	挂到	
撞得	tsʰɔŋ6 tɛt0	cong5 det0	zhuang4 de2	赣			60000	撞到	
搁得	kɔʔ7 tɛt0	gok6 det0	ge1 de2	赣			160000	搁到	
渳一口	mit7 it7 kʰiɛu3	mit6 yit6 kieu3	mi3 yi1 kou3	赣			37650		
留得	liu5 tɛt0	liu4 det0	liu2 de2	赣	留给	liu2 gei3	5778		
分得	fɨn1 tɛt0	fen1 det0	fen1 de5	赣	分给	fen1 gei3	25391		
输得	su1 tɛt0	su1 det0	shu1 de2	赣	输给	shu1 gei3	358		
付得	fu5 tɛt0	fu4 det0	fu4 de2	赣	付给	fu4 gei3	297		
还得	hat7 tɛt0	hat6 det0	hai2 de2	赣	还给	huan2 gei3	269		
让得	ȵiɔŋ6 tɛt0	niong5 det0	rang4 de2	赣	让给	rang4 gei3	258		
写得	ɕia3 tɛt0	xia3 det0	xie3 de2	赣	写给	xie3 gei3	227		
借得	tɕia5 tɛt0	jia4 det0	jie4 de2	赣	借给	jie4 gei3	213		
转得	tson3 tɛt0	zon3 det0	zhuan3 de2	赣	转给	zhuan3 gei3	148		
教得	kau5 tɛt0	gau4 det0	jiao4 de2	赣	教给	jiao1 gei3	131		
拨得	pot7 tɛt0	bot6 det0	bo1 de2	赣	拨给	bo1 gei3	117		
配得	pʰi3 tɛt0	pi3 det0	pei4 de2	赣	配给	pei4 ji3	112		
拿得	laʔ7 tɛt0	lak6 det0	na2 de2	赣	拿给	na2 gei3	83		
赠得	tsʰɛn6 tɛt0	cen5 det0	zeng4 de2	赣	赠给	zeng4 gei3	83		
租得	tsu1 tɛt0	zu1 det0	zu1 de2	赣	租给	zu1 gei3	55		
败得	pʰai6 tɛt0	pai5 det0	bai4 de2	赣	败给	bai4 gei3	47		
捐得	tɕyon1 tɛt0	jyuon1 det0	juan1 de2	赣	捐给	juan1 gei3	39		
奖得	tɕiɔŋ3 tɛt0	jiong3 det0	jiang3 de2	赣	奖给	jiang3 gei3	23		
㿹皮	tʰat7 pʰi2	tat6 pi2	ta4 pi2	赣			121036	脱皮	
罗家集	lo5 ka1 tɕit7	lo4 ga1 jit6	luo2 jia1 ji2	赣			100000		
掉了	tʰiɛu3 liɛu0	tieu3 lieu0	diao4 le5	官			130000		
一心一头	it7 ɕin1 it7 tʰɛu2	yit6 xin1 yit6 teu2	yi1 xin1 yi1 tou2	赣	一心一意	yi4 xin1 yi2 yi4	100000		
涿湿	tɔʔ7 sɨt7	dok6 set6	zhuo1 shi1	赣	淋湿	lin2 shi1	45		
涿雨	tɔʔ7 y3	dok6 yu3	zhuo1 yu3	赣	淋雨	lin2 yu3	18		
能不能	lɛn5 pet7 lɛn5	len4 bet6 len4	neng2	赣			53795		
还会	hat7 ui6	hat6 wui5	hai2 hui4	赣			120181		
词频	tsʰɿ2 pʰin2	ci2 pin2	ci2 pin2	赣			61930		
不存在	pet7 tsʰun2 tsʰai6	bet6 cun2 cai5	bu4	赣			52486		
再一次	tsai5 it7 tsʰɿ3	zai4 yit6 ci3	zai4	赣			40001		
如果有	lu5 kuo3 iu3	lu4 guo3 yiu3	ru2 guo3 you3	赣			20000		
标记为	piɛu1 tɕi5 ui6	bieu1 ji4 wui5	biao1 ji4 wei4	赣			20000		
掌掴	tsɔŋ3 kuet7	zong3 guet6	zhang3 guai1	赣			13861		
出来了	tsʰuʔ7 lei5 liɛu0	cuk6 lei4 lieu0	chu1 lai2 le5	赣			20001		
全量	tɕʰyon2 liɔŋ0	qyuon2 liong0	quan2 liang4	赣			65001		
觉得好像	kɔʔ7 tɛt7 hau3 tɕʰiɔŋ6	gok6 det6 hau3 qiong5	jue2 de5 hao3 xiang4	赣			20000		
还有什哩	hat7 iu3 ɕit7 li3	hat6 yiu3 xit6 li3	hai2 you3 shen2 li1	赣			20000		
还在	hat7 cei6	hat6 cei5	hai2 zai4	赣			95001		
老蛤	lau3 kot7	lau3 got6	lao3 ha2	赣	青蛙	qing1 wa1	100000		
